Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Pavlodar,43.10889530688244
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Pavlodar,34.353372314228025
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Pavlodar,82.00096947684152
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Pavlodar,69.26055116737265
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Pavlodar,19.21346202854628
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Pavlodar,31.521176550375667
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Pavlodar,32.88440026398277
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Pavlodar,42.08395975546054
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Pavlodar,8.954258721694233
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Soltustik Kazakhstan,70.0795862627358
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Soltustik Kazakhstan,46.29841783288781
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Soltustik Kazakhstan,77.51410112580606
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Soltustik Kazakhstan,89.76499565831834
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Soltustik Kazakhstan,21.606008450165508
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Soltustik Kazakhstan,26.63723568753893
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Soltustik Kazakhstan,36.686975848215845
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Soltustik Kazakhstan,52.14587903862649
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Soltustik Kazakhstan,1.6712716490329536
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Turkistan,56.96476986766823
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Turkistan,20.320106446268305
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Turkistan,65.45441835743371
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Turkistan,70.02693221987026
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Turkistan,21.190792684738945
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Turkistan,16.13303850440174
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Turkistan,22.23811791691201
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Turkistan,27.670556140515856
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Turkistan,7.127742849891113
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shygys Kazakhstan,17.740061664512275
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shygys Kazakhstan,18.64544535319792
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Shygys Kazakhstan,64.32105371103385
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Shygys Kazakhstan,51.7490137241993
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shygys Kazakhstan,25.76190080677928
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Shygys Kazakhstan,18.80958168141749
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shygys Kazakhstan,29.62580679982374
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shygys Kazakhstan,14.03549368906686
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shygys Kazakhstan,14.86650565096282
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Nur-Sultan city,25.76715622688851
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Nur-Sultan city,31.71235077964369
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Nur-Sultan city,79.66286778056947
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Nur-Sultan city,80.6957578634349
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Nur-Sultan city,30.115504203144905
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Nur-Sultan city,43.69683501118023
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Nur-Sultan city,48.01981748069718
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Nur-Sultan city,37.16985143632589
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Nur-Sultan city,28.07467437492977
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty city,23.59675624105581
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty city,14.87282736008994
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Almaty city,85.17929774648506
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Almaty city,54.03443659383703
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty city,14.05449712106316
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Almaty city,21.963367641907983
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty city,24.750394130572197
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty city,16.128801996536335
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty city,7.324298682990124
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shymkent city,8.142676133782782
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shymkent city,3.0491490865872275
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Shymkent city,65.3324148104258
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Shymkent city,71.28876281880954
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shymkent city,6.445289153458127
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Shymkent city,12.821341916768144
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shymkent city,18.14691169988852
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shymkent city,10.212200297025731
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shymkent city,2.3579336720045347
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,,29.1582321902456
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,,17.48488628107642
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,,52.26510503342675
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,,42.64493421738329
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,,16.47268039013343
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,,18.43831331087703
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,,20.021265150465258
2018,Percent,Transferring files between computers and other devices,Age 15 years and older,,21.297334526014303
2018,Percent,Development of computer programs using a special software language,Age 15 years and older,,6.753666711334937
2018,Percent,Copying or transferring a file or folder,Age 15 years and older,Akmola,42.23244240040881
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Akmola,21.759025972583263
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Akmola,51.21660123575109
